1522987244087147592,'Subject','lsof'
1522987541537076593,'Subject','smtpd'
1522988100977066981,'Subject','imapd'
1522987244081943163,'Netflow','128.55.12.10:53'
1522987840617086603,'File','/usr/local/libexec/postfix/smtpd'
1522987542587077932,'Netflow','158.6.227.198:47122'
1522987841877073364,'Netflow','74.83.168.167:43287'
1522987840697072386,'File','/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf'
1522987840807073525,'File','/etc/spwd.db'
1522987541527076664,'Netflow','128.55.12.10:53'
1522987840677072328,'File','/usr/local/etc/postfix/main.cf'
1522987840697072386,'File','/usr/local/libexec/postfix/dynamicmaps.cf'
1522987840667074408,'File','/usr/share/zoneinfo/posixrules'
1522987840797072206,'File','/usr/local/etc/postfix/virtual.db'
1522987841597072960,'File','/usr/share/zoneinfo/UTC'
1522987541387077908,'File','/etc/nsswitch.conf'
1522988100977066981,'Netflow','128.55.12.10:53'
1522987244087147592,'Subject','lsof'
1522987541537076593,'Subject','smtpd'
1522988100977066981,'Subject','imapd'
1522987244081943163,'Netflow','128.55.12.10:53'
1522987840617086603,'File','/usr/local/libexec/postfix/smtpd'
1522987542587077932,'Netflow','158.6.227.198:47122'
1522987841877073364,'Netflow','74.83.168.167:43287'
1522987840697072386,'File','/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf'
1522987840807073525,'File','/etc/spwd.db'
1522987541527076664,'Netflow','128.55.12.10:53'
1522987840677072328,'File','/usr/local/etc/postfix/main.cf'
1522987840697072386,'File','/usr/local/libexec/postfix/dynamicmaps.cf'
1522987840667074408,'File','/usr/share/zoneinfo/posixrules'
1522987840797072206,'File','/usr/local/etc/postfix/virtual.db'
1522987841597072960,'File','/usr/share/zoneinfo/UTC'
1522987541387077908,'File','/etc/nsswitch.conf'
1522988100977066981,'Netflow','128.55.12.10:53'
1522987200207086558,'File','/bin/mv'
1522987244087147592,'Subject','lsof'
1522987541537076593,'Subject','smtpd'
1522988100977066981,'Subject','imapd'
1522987244081943163,'Netflow','128.55.12.10:53'
1522987840617086603,'File','/usr/local/libexec/postfix/smtpd'
1522987542587077932,'Netflow','158.6.227.198:47122'
1522987841877073364,'Netflow','74.83.168.167:43287'
1522987840697072386,'File','/usr/local/libexec/postfix/dynamicmaps.cf.d/pcre.cf'
1522987840807073525,'File','/etc/spwd.db'
1522987541527076664,'Netflow','128.55.12.10:53'
1522987840677072328,'File','/usr/local/etc/postfix/main.cf'
1522987840697072386,'File','/usr/local/libexec/postfix/dynamicmaps.cf'
1522987840667074408,'File','/usr/share/zoneinfo/posixrules'
1522987840797072206,'File','/usr/local/etc/postfix/virtual.db'
1522987841597072960,'File','/usr/share/zoneinfo/UTC'
1522987541387077908,'File','/etc/nsswitch.conf'
1522988100977066981,'Netflow','128.55.12.10:53'
1522987200207086558,'File','/bin/mv'
1522988090787065682,'File','/var/run/ld-elf.so.hints'
1522987860077072500,'File','/var/run/ld-elf.so.hints'
1522987542507078599,'File','/var/run/ld-elf.so.hints'
1522987313767084455,'File','/var/run/ld-elf.so.hints'
1522987841417080838,'File','/var/run/ld-elf.so.hints'
1522988100067071348,'File','/var/run/ld-elf.so.hints'
1522987967917070979,'File','/usr/local/libexec/mlock'
1522987313977082235,'File','/var/run/ld-elf.so.hints'
1522987241687082762,'File','/usr/bin/vmstat'
1522987240657088561,'File','kernel_mem.txt'
1522987483637077939,'File','kernel_zones.txt'
1522987362727083020,'File','/var/run/ld-elf.so.hints'
1522987240667085750,'File','/bin/sleep'
1522987482627080836,'File','/var/run/ld-elf.so.hints'
1522987908117067796,'File','/var/run/ld-elf.so.hints'
1522987303287080891,'File','/usr/bin/head'
1522988089747079131,'File','top_procs.txt'
1522987787077071587,'File','/var/run/ld-elf.so.hints'
1522987727707072975,'File','/var/run/ld-elf.so.hints'
1522987541857078622,'File','/var/run/ld-elf.so.hints'
1522987244087147592,'Subject','lsof'
1522987541537076593,'Subject','smtpd'
1522988100977066981,'Subject','imapd'
1522987244081943163,'Netflow','128.55.12.10:53'
